datebirth,age,gender,maritalstatus,education,educationfield,department,jobrole,joblevel,totalworkingyears,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,numcompaniesworked,trainingtimeslastyear,performancerating,percentsalaryhike,monthlyincome,monthlyrate,salary,standardhours,overtime,remotework,distancefromhome,businesstravel,attrition,environmentsatisfaction,jobinvolvement,jobsatisfaction,relationshipsatisfaction,worklifebalance
1969,54,M,Married,3,Life Sciences,Other, Research Director ,4,36,10,0,9,3,2,3,14,14815.83,38521.17,177790.0,Full Time,No,Yes,3,travel_rarely,No,4,3,4,1,3
1992,31,F,Single,3,Medical,Other, Healthcare Representative ,2,10,10,1,8,1,2,3,19,4492.84,11681.39,53914.11,Part Time,No,No,24,travel_rarely,No,3,2,1,2,3
1979,44,M,Married,3,Unknown,Other, Manager ,5,26,22,3,10,7,5,3,11,15177.5,39461.5,182130.0,Full Time,No,Yes,5,non-travel,No,2,3,2,3,3
1968,55,M,Divorced,1,Unknown,Other, Healthcare Representative ,4,35,33,15,0,1,3,3,15,15175.732,29416.83,135770.0,Full Time,Yes,No,8,non-travel,No,4,2,2,4,3
1979,44,M,Divorced,2,Life Sciences,Other, Manager ,5,25,25,14,13,1,4,3,14,15991.67,41578.33,191900.0,Full Time,No,No,4,travel_rarely,No,3,4,1,4,2
1989,34,M,Unknown,3,Life Sciences, Human Resources , Human Resources ,2,14,10,1,8,4,5,3,11,4492.84,11681.39,53914.11,Full Time,No,Yes,11,travel_frequently,No,3,2,2,4,4
1984,39,F,Divorced,4,Unknown,Other, Manager ,4,21,19,15,2,6,4,3,13,12945.06,37099.83,171230.0,Full Time,Yes,No,13,non-travel,No,3,2,2,4,3
1968,55,F,Unknown,2,Medical,Other, Manager ,5,23,19,9,11,4,5,3,14,15989.17,41571.83,191870.0,Full Time,Unknown,Yes,2,travel_rarely,No,4,1,3,4,3
1972,51,M,Unknown,3,Life Sciences,Other, Manager ,4,33,33,0,10,1,2,3,11,12783.92,33238.2,153407.07,Full Time,Unknown,Yes,5,non-travel,No,3,3,2,2,3
1965,58,F,Married,4,Medical,Other, Manufacturing Director ,3,29,10,5,9,7,0,3,14,8340.0,21684.0,53914.11,Full Time,Unknown,Yes,14,non-travel,Yes,1,2,1,4,2
1975,48,M,Single,3,Life Sciences,Other, Manufacturing Director ,3,11,10,0,8,1,2,3,11,8339.32,21682.23,100071.84,Part Time,No,Yes,4,non-travel,No,4,3,4,3,3
1994,29,M,Single,3,Unknown, Human Resources , Human Resources ,3,10,10,0,9,1,3,3,13,6656.67,17307.33,79880.0,Part Time,Unknown,No,17,travel_rarely,No,2,2,1,1,2
1989,34,M,Single,3,Other,Other, Sales Executive ,2,15,13,3,12,3,2,3,18,4492.84,11681.39,53914.11,Part Time,No,Yes,3,non-travel,No,4,1,1,4,3
1981,42,F,Unknown,2,Unknown,Other, Laboratory Technician ,1,12,12,5,8,1,3,3,13,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,9,travel_frequently,No,1,3,4,3,3
1966,57,M,Married,2,Life Sciences,Other, Research Scientist ,2,13,12,2,8,0,2,4,24,4492.84,11681.39,53914.11,Part Time,No,Yes,1,travel_rarely,No,2,4,3,1,2
1989,34,F,Single,4,Unknown,Other, Sales Executive ,2,16,15,10,10,0,2,4,23,5944.864,11681.39,53914.11,Part Time,Yes,No,24,travel_rarely,Yes,1,2,2,3,4
1969,54,F,Unknown,4,Medical,Other, Manager ,4,26,14,1,12,3,2,3,20,12783.92,33238.2,53914.11,Full Time,No,Yes,11,travel_frequently,No,2,3,4,1,3
1989,34,M,Unknown,3,Unknown,Other, Sales Executive ,3,10,10,8,6,1,3,3,14,5902.5,15346.5,70830.0,Part Time,Unknown,No,1,travel_rarely,No,4,2,3,4,3
1994,29,M,Single,1,Medical,Other, Laboratory Technician ,1,10,10,1,5,1,3,3,18,3935.83,10233.17,53914.11,Full Time,Unknown,Yes,3,non-travel,No,2,3,1,4,3
1988,35,M,Unknown,3,Life Sciences,Other, Laboratory Technician ,2,10,10,6,8,1,3,3,17,2839.17,7381.83,34070.0,Part Time,Unknown,Yes,28,travel_rarely,No,2,4,3,4,2
1988,35,M,Unknown,4,Other,Other, Sales Executive ,2,13,11,6,7,3,2,4,24,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,12,non-travel,Yes,4,3,4,1,4
1989,34,F,Married,3,Life Sciences,Other, Research Scientist ,1,10,10,8,7,1,3,3,12,2440.83,6346.17,29290.0,Full Time,No,Yes,19,travel_rarely,No,2,2,4,2,3
1980,43,M,Unknown,3,Unknown,Other, Sales Executive ,2,10,10,8,8,1,3,3,17,4492.84,11681.39,53914.11,Part Time,Yes,No,2,non-travel,No,4,3,4,1,3
1965,58,M,Divorced,3,Medical,Other, Manager ,4,37,16,14,14,4,0,4,22,12783.92,33238.2,153407.07,Full Time,No,Yes,2,non-travel,No,2,3,2,4,2
1987,36,F,Married,4,Unknown, Sales , Sales Executive ,2,10,10,1,7,1,4,3,13,4492.84,11681.39,53914.11,Part Time,Yes,No,14,travel_rarely,No,1,2,3,1,3
1980,43,M,Married,3,Life Sciences,Other, Healthcare Representative ,3,10,10,0,9,1,1,3,17,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,11,travel_rarely,No,1,3,3,2,3
1968,55,M,Married,4,Human Resources,Other, Manager ,5,35,10,1,4,4,0,3,18,11412.462,41453.67,191324.62,Full Time,Yes,Yes,26,non-travel,No,3,4,2,1,3
1981,42,M,Single,2,Unknown, Research & Development , Research Scientist ,2,20,20,3,7,1,2,3,12,7045.864,11681.39,53914.11,Full Time,Unknown,Yes,23,non-travel,No,4,2,3,4,3
1983,40,F,Married,3,Technical Degree,Other, Laboratory Technician ,2,10,10,9,4,1,2,3,11,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,11,non-travel,No,4,3,3,1,4
1967,56,M,Married,2,Technical Degree, Research & Development , Laboratory Technician ,1,14,10,9,8,8,4,3,11,7735.622,6090.75,28111.13,Part Time,No,Yes,7,non-travel,Yes,4,3,3,4,1
1984,39,F,Unknown,1,Marketing,Other, Sales Executive ,4,20,20,9,6,0,2,3,11,10025.83,26067.17,120310.0,Full Time,Unknown,Yes,33,travel_rarely,No,3,2,4,1,2
1970,53,F,Married,4,Life Sciences,Other, Manager ,4,27,25,3,7,2,3,3,16,12855.83,33425.17,154270.0,Full Time,No,Yes,2,travel_rarely,No,1,2,4,3,3
1996,27,M,Single,3,Unknown,Other, Sales Executive ,3,9,9,1,7,1,0,3,15,8339.32,21682.23,53914.11,Full Time,No,No,8,travel_frequently,No,4,3,3,4,3
1993,30,F,Unknown,2,Unknown,Other, Laboratory Technician ,2,12,12,3,7,1,2,4,23,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,travel_frequently,No,3,3,4,4,3
1988,35,M,Married,5,Life Sciences,Other, Sales Executive ,3,9,9,1,8,1,3,4,22,8339.32,21682.23,53914.11,Full Time,Unknown,Yes,18,non-travel,No,2,3,1,4,2
1991,32,M,Married,3,Medical, Research & Development , Manufacturing Director ,2,9,9,7,8,1,3,4,22,5135.0,13351.0,61620.0,Full Time,Yes,Yes,1,travel_rarely,No,1,3,4,2,3
1993,30,M,Married,1,Life Sciences,Other, Laboratory Technician ,2,10,10,3,0,1,1,3,12,4271.67,11106.33,51260.0,Part Time,Unknown,No,1,travel_rarely,No,4,2,4,3,3
1977,46,M,Unknown,2,Medical, Sales , Sales Executive ,3,9,9,4,7,1,3,3,16,8015.83,20841.17,96190.0,Part Time,No,No,9,non-travel,Yes,3,2,4,4,3
1993,30,F,Unknown,2,Unknown,Other, Sales Executive ,2,11,11,2,7,1,4,3,12,4492.84,11681.39,53914.11,Part Time,Yes,No,4,travel_rarely,No,3,2,2,2,2
1991,32,M,Single,4,Unknown,Other, Sales Executive ,2,12,11,5,7,1,0,3,16,4175.0,10855.0,53914.11,Full Time,No,Yes,6,non-travel,No,2,3,3,1,3
1988,35,M,Married,5,Marketing,Other, Sales Executive ,3,10,10,0,6,1,3,3,13,8339.32,21682.23,100071.84,Part Time,Unknown,No,37,travel_rarely,No,3,3,2,1,3
1991,32,F,Single,3,Marketing,Other, Sales Executive ,3,9,9,3,7,1,2,3,14,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,8,non-travel,No,2,3,4,4,3
1982,41,M,Divorced,3,Life Sciences, Research & Development , Research Scientist ,1,12,9,1,8,4,2,3,12,4402.036,6090.75,28111.13,Part Time,No,Yes,34,travel_rarely,No,1,3,3,1,3
1983,40,F,Unknown,1,Medical,Other, Manager ,5,21,20,9,9,1,2,3,14,15860.83,41238.17,190330.0,Full Time,No,No,4,travel_rarely,No,4,3,3,2,3
1978,45,M,Married,2,Unknown,Other, Manager ,4,22,20,11,8,9,1,4,23,12783.92,33238.2,53914.11,Full Time,No,Yes,2,non-travel,No,1,2,4,4,3
1991,32,M,Married,4,Unknown,Other, Sales Executive ,3,14,14,9,8,1,2,3,11,8666.67,22533.33,104000.0,Full Time,No,No,4,travel_rarely,Yes,4,1,4,3,2
1993,30,M,Unknown,1,Life Sciences, Research & Development , Manufacturing Director ,3,11,11,5,8,1,2,4,22,8339.32,21682.23,100071.84,Part Time,No,Yes,1,non-travel,No,3,2,3,3,3
1986,37,M,Unknown,3,Unknown,Other, Research Director ,3,12,10,0,7,1,1,3,14,4941.47,21682.23,100071.84,Part Time,Unknown,Yes,11,non-travel,No,2,3,4,3,3
1986,37,M,Divorced,4,Unknown,Other, Sales Representative ,1,13,9,5,8,4,2,3,17,2327.5,6051.5,53914.11,Full Time,No,No,4,non-travel,No,1,3,4,3,3
1983,40,M,Unknown,2,Technical Degree,Other, Research Scientist ,2,10,9,4,7,1,3,3,17,4492.84,11681.39,53914.11,Full Time,No,No,24,non-travel,No,1,3,4,1,3
1987,36,F,Married,4,Unknown,Other, Laboratory Technician ,2,11,9,0,8,7,3,3,15,4728.33,12293.67,56740.0,Full Time,Unknown,Yes,24,non-travel,No,2,3,2,3,3
1991,32,M,Married,3,Life Sciences,Other, Sales Executive ,2,13,13,4,8,1,3,3,14,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,7,travel_rarely,No,4,2,3,3,2
1985,38,F,Unknown,2,Life Sciences,Other, Research Director ,3,13,10,0,1,3,2,3,17,5748.197999999999,21682.23,100071.84,Part Time,Unknown,Yes,25,non-travel,No,1,2,2,3,3
1993,30,F,Married,2,Unknown,Other, Research Scientist ,2,11,10,1,9,1,2,3,13,4492.84,11681.39,53914.11,Part Time,No,Yes,28,travel_rarely,No,4,3,4,4,3
1984,39,M,Unknown,1,Unknown,Other, Manager ,5,21,21,1,6,1,3,3,14,12582.698,41593.5,191970.0,Full Time,Unknown,Yes,1,non-travel,No,2,3,3,3,3
1963,60,F,Unknown,3,Life Sciences,Other, Manager ,5,33,29,11,10,5,5,3,11,15943.72,41453.67,191324.62,Full Time,No,Yes,7,non-travel,No,1,3,1,4,1
1993,30,F,Unknown,4,Other,Other, Sales Executive ,3,10,9,7,8,0,3,3,11,7010.0,18226.0,84120.0,Part Time,Unknown,Yes,22,non-travel,No,3,3,1,3,3
1992,31,M,Divorced,1,Unknown, Research & Development , Manufacturing Director ,3,13,13,0,8,1,6,4,25,8339.32,21682.23,100071.84,Part Time,No,Yes,9,travel_rarely,No,3,3,2,4,4
1990,33,M,Single,3,Life Sciences,Other, Research Scientist ,1,10,10,9,7,1,3,3,11,2790.0,7254.0,33480.0,Full Time,Yes,No,3,non-travel,Yes,1,3,1,1,3
1973,50,M,Married,1,Medical,Other, Laboratory Technician ,1,20,20,3,8,1,3,3,11,2342.59,6090.75,53914.11,Full Time,Yes,Yes,28,non-travel,No,4,4,3,3,3
1991,32,M,Unknown,4,Life Sciences, Research & Development , Laboratory Technician ,2,10,10,4,7,1,2,3,15,4424.17,11502.83,53090.0,Part Time,No,Yes,24,non-travel,No,1,3,4,4,3
1981,42,M,Unknown,3,Unknown,Other, Manufacturing Director ,2,10,9,7,8,1,3,3,13,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,29,non-travel,No,2,3,2,4,2
1974,49,F,Married,3,Marketing, Sales , Sales Executive ,3,12,9,7,7,1,3,3,18,6378.33,16583.67,76540.0,Part Time,No,No,11,non-travel,Yes,3,3,4,1,4
1996,27,M,Divorced,1,Unknown,Other, Research Director ,3,9,9,0,8,1,3,3,16,10673.33,27750.67,128080.0,Full Time,Unknown,Yes,5,non-travel,No,3,2,4,2,3
1990,33,M,Divorced,3,Medical,Other, Sales Executive ,2,9,9,0,8,1,5,3,22,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,travel_rarely,No,1,4,1,1,3
1971,52,F,Married,4,Unknown, Research & Development , Manufacturing Director ,4,31,9,0,0,3,3,4,22,12783.92,33238.2,153407.07,Full Time,No,No,26,non-travel,No,3,2,4,3,3
1991,32,M,Unknown,2,Life Sciences,Other, Sales Executive ,2,10,10,5,3,1,3,3,14,4492.84,11681.39,53914.11,Part Time,No,Yes,5,non-travel,No,2,3,2,4,3
1987,36,M,Unknown,1,Life Sciences,Other, Healthcare Representative ,2,16,16,4,11,0,2,3,17,5488.33,14269.67,65860.0,Full Time,Unknown,No,14,non-travel,No,3,3,4,1,2
1992,31,F,Unknown,2,Unknown, Sales , Sales Executive ,2,10,9,0,0,1,2,3,13,4492.84,11681.39,53914.11,Full Time,Unknown,No,20,non-travel,No,4,3,3,4,2
1987,36,M,Single,4,Medical,Other, Laboratory Technician ,1,15,11,3,9,4,6,4,21,2099.17,5457.83,25190.0,Part Time,No,Yes,2,travel_rarely,No,3,3,3,3,3
1971,52,M,Married,2,Life Sciences,Other, Manager ,4,26,9,7,8,2,2,3,15,13670.966,37047.83,170990.0,Full Time,Unknown,Yes,1,non-travel,No,4,3,4,2,3
1990,33,M,Single,3,Unknown,Other, Manager ,4,10,10,6,0,1,2,3,11,12783.92,33238.2,153407.07,Full Time,Unknown,No,17,non-travel,No,4,3,3,4,3
1978,45,M,Unknown,2,Life Sciences,Other, Laboratory Technician ,2,9,9,0,8,1,2,3,15,4492.84,11681.39,53914.11,Part Time,Yes,Yes,23,non-travel,No,4,3,1,3,3
1987,36,F,Unknown,5,Unknown, Research & Development , Manufacturing Director ,3,15,14,7,8,0,2,3,11,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,12,travel_rarely,No,4,2,4,2,2
1974,49,M,Unknown,4,Unknown,Other, Sales Executive ,4,22,9,2,3,6,3,3,17,10933.33,28426.67,131200.0,Full Time,Unknown,No,8,non-travel,No,4,2,2,2,3
1994,29,F,Unknown,1,Unknown,Other, Sales Executive ,3,11,11,3,10,1,3,3,13,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,23,non-travel,Yes,4,2,1,1,1
1994,29,F,Married,1,Unknown,Other, Laboratory Technician ,1,10,10,0,8,1,5,3,13,2609.17,6783.83,53914.11,Full Time,Unknown,No,6,non-travel,No,2,3,4,1,3
1986,37,F,Married,3,Life Sciences, Research & Development , Manufacturing Director ,2,14,14,3,11,1,2,3,13,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,non-travel,No,4,2,4,2,2
1990,33,M,Unknown,5,Unknown,Other, Sales Executive ,3,9,9,0,8,0,3,3,14,7570.023999999999,21682.23,100071.84,Part Time,Unknown,Yes,10,travel_rarely,No,4,4,3,4,3
1989,34,F,Divorced,3,Medical,Other, Laboratory Technician ,2,15,11,5,10,4,2,3,13,6031.432,9628.67,44440.0,Part Time,No,Yes,19,travel_frequently,No,3,3,2,3,4
1995,28,F,Married,3,Unknown,Other, Laboratory Technician ,2,10,9,7,5,0,6,3,11,5561.67,14460.33,53914.11,Full Time,No,Yes,1,non-travel,No,3,1,4,1,3
1992,31,F,Unknown,4,Unknown,Other, Sales Executive ,3,10,10,9,6,1,5,3,19,6306.63,21346.0,98520.0,Part Time,Yes,Yes,2,non-travel,No,4,3,3,1,2
1981,42,M,Unknown,1,Life Sciences,Other, Manager ,4,21,20,2,10,0,3,3,13,14884.17,38698.83,178610.0,Full Time,Yes,No,2,non-travel,No,3,3,3,4,2
1983,40,M,Single,3,Life Sciences,Other, Research Scientist ,2,9,9,8,8,1,4,3,13,5134.438,11681.39,53914.11,Part Time,Unknown,Yes,2,travel_rarely,No,3,3,4,3,3
1989,34,F,Single,2,Medical,Other, Sales Executive ,2,10,10,9,6,1,6,3,12,4492.84,11681.39,53914.11,Full Time,Unknown,Yes,15,non-travel,No,3,3,1,4,4
1965,58,F,Unknown,3,Unknown,Other, Research Director ,5,20,9,1,5,3,3,4,21,12090.566,41453.67,191324.62,Full Time,Unknown,No,1,travel_rarely,No,4,3,1,3,3
1992,31,F,Unknown,5,Unknown,Other, Manufacturing Director ,3,10,10,4,7,1,2,3,11,6205.0,16133.0,53914.11,Full Time,Unknown,Yes,1,travel_frequently,Yes,3,4,2,1,3
1983,40,M,Unknown,1,Unknown,Other, Research Director ,3,16,9,4,8,2,5,3,11,11464.17,29806.83,137570.0,Full Time,No,Yes,8,non-travel,No,4,2,2,3,3
1970,53,M,Single,3,Medical,Other, Research Director ,4,35,9,8,8,4,2,3,12,13831.67,35962.33,165980.0,Full Time,No,Yes,2,non-travel,No,4,4,2,2,2
1989,34,M,Unknown,3,Unknown, Research & Development , Research Director ,4,16,14,6,9,7,3,3,14,12783.92,33238.2,153407.07,Full Time,Unknown,Yes,15,non-travel,No,2,3,1,4,2
1988,35,F,Single,3,Life Sciences,Other, Healthcare Representative ,3,11,11,3,3,1,3,3,19,8339.32,21682.23,53914.11,Full Time,No,Yes,16,travel_rarely,No,4,2,2,4,1
1986,37,M,Married,3,Unknown,Other, Research Scientist ,2,12,10,3,7,1,2,3,17,6031.432,9284.17,42850.0,Part Time,Unknown,Yes,13,non-travel,No,1,3,4,1,3
1981,42,M,Unknown,3,Unknown,Other, Healthcare Representative ,3,24,20,13,9,2,3,3,14,12526.96,21935.33,101240.0,Full Time,Yes,Yes,2,travel_frequently,No,4,3,4,3,1
1978,45,M,Divorced,4,Unknown,Other, Healthcare Representative ,3,10,10,7,7,1,4,3,12,8339.32,21682.23,100071.84,Part Time,Unknown,Yes,1,non-travel,No,1,3,2,1,3
1993,30,M,Married,3,Unknown,Other, Sales Executive ,2,10,10,6,7,1,4,3,11,5587.296,21047.0,97140.0,Full Time,No,Yes,1,travel_rarely,Yes,2,2,1,4,3
1985,38,M,Married,3,Life Sciences,Other, Sales Executive ,2,10,9,7,7,0,3,3,11,6044.334,21502.0,99240.0,Full Time,Unknown,Yes,14,travel_rarely,No,3,3,2,4,3
1973,50,M,Unknown,5,Medical,Other, Healthcare Representative ,4,32,30,12,13,2,3,3,15,14743.656,24364.17,112450.0,Full Time,Unknown,No,20,non-travel,No,2,3,3,3,3
1984,39,M,Unknown,2,Unknown,Other, Laboratory Technician ,2,10,10,0,7,0,3,3,15,2557.5,6649.5,53914.11,Full Time,Unknown,Yes,3,travel_rarely,No,3,2,3,4,3
1989,34,F,Unknown,3,Unknown,Other, Research Scientist ,2,11,11,7,9,1,2,3,12,4492.84,11681.39,53914.11,Part Time,No,Yes,3,travel_rarely,No,4,3,2,3,3
1969,54,F,Unknown,5,Unknown, Research & Development , Manager ,4,36,10,4,7,3,6,4,25,14031.812,33238.2,153407.07,Full Time,Unknown,Yes,22,travel_rarely,No,2,3,3,3,3
1982,41,M,Unknown,3,Marketing,Other, Sales Executive ,3,10,10,8,7,1,3,3,12,7700.83,20022.17,92410.0,Part Time,No,No,6,travel_rarely,No,4,3,3,2,3
1984,39,M,Married,3,Life Sciences,Other, Laboratory Technician ,2,10,9,5,8,1,2,3,15,5393.33,14022.67,64720.0,Full Time,Unknown,Yes,1,non-travel,No,4,3,4,4,3
1983,40,M,Unknown,4,Unknown,Other, Manager ,5,21,21,12,8,1,3,3,14,15943.72,41453.67,191324.62,Full Time,No,No,7,travel_rarely,No,2,3,2,2,2
1990,33,M,Unknown,3,Technical Degree,Other, Research Scientist ,2,11,9,1,7,5,2,3,15,4584.532000000001,6619.17,30550.0,Part Time,No,Yes,4,non-travel,No,4,3,2,4,2
1987,36,M,Unknown,3,Life Sciences,Other, Healthcare Representative ,3,15,12,5,7,7,1,3,13,6934.17,18028.83,83210.0,Part Time,Unknown,No,10,non-travel,No,4,3,1,4,3
1990,33,M,Married,4,Life Sciences,Other, Research Scientist ,1,14,10,7,6,6,1,3,19,5704.036,6809.83,31430.0,Full Time,No,Yes,8,non-travel,No,4,4,1,2,3
1989,34,M,Unknown,2,Unknown,Other, Sales Executive ,2,10,10,4,8,1,5,4,21,4492.84,11681.39,53914.11,Full Time,No,No,8,travel_rarely,No,2,4,3,3,3
1994,29,M,Married,1,Medical, Research & Development , Laboratory Technician ,1,11,11,3,10,1,3,3,13,2342.59,6090.75,28111.13,Part Time,No,No,46,travel_frequently,No,4,3,4,2,4
1977,46,M,Divorced,2,Life Sciences,Other, Manufacturing Director ,3,12,9,4,7,3,4,3,14,7148.33,18585.67,85780.0,Part Time,Unknown,Yes,2,travel_rarely,No,4,3,4,3,2
1996,27,F,Married,1,Medical,Other, Sales Representative ,2,9,9,5,8,1,5,4,21,4492.84,11681.39,53914.11,Part Time,No,No,23,travel_rarely,No,2,2,3,4,3
1992,31,M,Divorced,3,Life Sciences,Other, Laboratory Technician ,2,10,10,0,2,1,2,3,11,3497.5,9093.5,53914.11,Full Time,No,No,36,non-travel,No,2,3,3,1,3
1978,45,F,Unknown,2,Life Sciences, Research & Development , Manufacturing Director ,2,10,9,3,8,0,2,3,13,4492.84,11681.39,53914.11,Full Time,No,Yes,25,travel_rarely,No,2,2,4,4,2
1989,34,M,Unknown,3,Marketing,Other, Sales Executive ,3,14,14,2,1,1,3,4,21,8240.0,21424.0,98880.0,Part Time,No,No,1,travel_rarely,No,1,3,4,1,2
1992,31,M,Married,3,Life Sciences, Research & Development , Research Scientist ,2,10,10,8,7,1,6,3,21,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,1,non-travel,No,4,1,1,2,3
1988,35,F,Unknown,4,Unknown,Other, Sales Executive ,2,10,10,0,9,1,2,3,11,4492.84,11681.39,53914.11,Part Time,Yes,No,7,non-travel,No,3,3,4,4,3
1984,39,M,Single,4,Marketing,Other, Sales Executive ,4,21,20,11,10,0,3,3,12,9059.38,28905.5,133410.0,Full Time,No,No,15,travel_rarely,No,2,3,1,1,3
1983,40,F,Married,2,Marketing,Other, Sales Executive ,2,13,11,5,10,3,4,3,14,4730.83,12300.17,53914.11,Full Time,No,Yes,2,travel_rarely,No,2,3,2,3,3
1993,30,M,Married,2,Medical,Other, Laboratory Technician ,1,12,12,1,7,1,6,3,13,2342.59,6090.75,53914.11,Full Time,No,No,1,travel_rarely,No,4,3,2,3,2
1976,47,F,Married,1,Unknown, Research & Development , Research Director ,3,14,13,5,12,0,3,3,18,8339.32,21682.23,100071.84,Part Time,No,Yes,1,non-travel,No,3,3,2,1,1
1971,52,M,Divorced,4,Unknown,Other, Sales Representative ,1,16,9,0,0,2,3,3,15,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,29,non-travel,No,1,3,4,2,3
1974,49,M,Married,1,Unknown,Other, Research Scientist ,2,10,10,1,7,1,3,4,23,4492.84,11681.39,53914.11,Part Time,No,Yes,8,travel_frequently,No,3,2,2,4,3
1990,33,F,Married,4,Life Sciences,Other, Research Scientist ,1,8,8,3,0,1,3,3,11,5171.332,6302.83,29090.0,Full Time,Unknown,Yes,19,travel_frequently,No,1,3,3,3,3
1991,32,M,Unknown,2,Life Sciences,Other, Laboratory Technician ,1,8,7,3,6,0,2,3,13,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,2,non-travel,No,4,3,4,3,2
1985,38,M,Unknown,3,Unknown, Research & Development , Manufacturing Director ,3,10,9,1,8,0,2,4,21,7938.33,20639.67,95260.0,Part Time,No,Yes,23,travel_frequently,No,4,2,3,2,3
1987,36,M,Unknown,3,Medical, Research & Development , Healthcare Representative ,2,17,7,7,7,6,3,3,13,4492.84,11681.39,53914.11,Part Time,Unknown,Yes,27,travel_rarely,No,3,3,3,2,2
1981,42,M,Unknown,4,Unknown,Other, Sales Executive ,2,10,9,4,2,0,2,3,11,5687.5,14787.5,53914.11,Full Time,Unknown,No,8,non-travel,No,3,3,2,4,3
1992,31,M,Divorced,4,Life Sciences, Research & Development , Laboratory Technician ,2,12,7,1,7,3,3,4,22,4492.84,11681.39,53914.11,Part Time,No,No,7,non-travel,No,4,3,4,4,2
1992,31,F,Single,4,Unknown,Other, Manufacturing Director ,2,11,11,1,8,1,2,4,23,3686.67,9585.33,44240.0,Part Time,No,No,8,travel_rarely,No,3,3,4,4,3
1972,51,M,Unknown,4,Marketing,Other, Sales Executive ,2,11,10,1,0,0,2,4,22,4534.17,11788.83,53914.11,Full Time,Unknown,Yes,21,non-travel,No,3,3,4,4,1
1989,34,M,Unknown,3,Unknown,Other, Laboratory Technician ,2,9,9,0,6,1,3,4,24,5061.67,13160.33,60740.0,Full Time,Yes,Yes,7,travel_frequently,Yes,1,1,3,4,3
1987,36,F,Unknown,2,Technical Degree,Other, Sales Executive ,3,10,9,2,8,0,6,3,14,8339.32,21682.23,100071.84,Part Time,No,No,11,non-travel,No,2,3,4,3,3
1993,30,M,Divorced,3,Unknown,Other, Research Scientist ,1,10,10,0,9,1,2,4,25,2342.59,6090.75,28111.13,Part Time,No,No,23,travel_frequently,No,1,1,3,3,2
1990,33,M,Married,2,Unknown,Other, Sales Executive ,2,7,7,0,7,0,2,3,13,3093.2200000000003,13316.33,61460.0,Full Time,Unknown,Yes,12,non-travel,No,1,3,2,1,4
1992,31,M,Married,4,Life Sciences,Other, Sales Executive ,2,12,7,7,7,4,3,3,18,5143.33,13372.67,61720.0,Full Time,Unknown,No,6,non-travel,Yes,2,1,3,2,2
1982,41,M,Divorced,1,Unknown,Other, Sales Executive ,3,11,9,0,7,3,2,3,13,8339.32,21682.23,100071.84,Part Time,Yes,No,23,travel_rarely,No,3,3,3,3,3
1997,26,F,Unknown,1,Unknown,Other, Human Resources ,1,8,8,5,7,1,3,4,23,2342.59,6090.75,53914.11,Full Time,Unknown,Yes,25,travel_rarely,No,3,3,3,4,3
1991,32,M,Divorced,2,Unknown,Other, Sales Executive ,2,8,8,0,7,0,2,3,17,3559.222,10114.0,46680.0,Part Time,No,Yes,9,non-travel,No,4,1,4,4,4
1983,40,F,Divorced,3,Unknown,Other, Research Scientist ,2,20,20,2,13,1,2,3,11,4670.83,12144.17,56050.0,Full Time,No,No,26,travel_frequently,No,2,3,2,1,3
1970,53,M,Unknown,2,Marketing, Sales , Sales Representative ,2,13,7,4,5,2,3,4,20,4492.84,11681.39,53914.11,Part Time,Yes,Yes,6,travel_rarely,No,2,3,3,4,1
1994,29,M,Married,1,Technical Degree, Research & Development , Manufacturing Director ,2,10,10,0,9,1,1,3,13,3599.17,9357.83,43190.0,Part Time,Unknown,No,1,non-travel,No,4,3,3,1,3
1987,36,M,Unknown,2,Unknown, Research & Development , Laboratory Technician ,1,13,8,7,2,4,3,3,12,4156.87,6090.75,28111.13,Part Time,No,Yes,3,travel_frequently,No,4,3,2,3,2
1990,33,F,Unknown,3,Unknown, Research & Development , Research Scientist ,1,8,8,1,6,1,5,3,13,2342.59,6090.75,28111.13,Part Time,Unknown,Yes,14,travel_rarely,No,4,3,2,4,3
1972,51,F,Single,3,Unknown,Other, Healthcare Representative ,4,21,7,1,0,3,6,3,18,11499.586,33238.2,153407.07,Full Time,Unknown,No,3,travel_rarely,No,4,3,2,3,3
1996,27,F,Single,3,Medical,Other, Research Scientist ,1,7,7,0,3,1,2,3,16,2342.59,6090.75,28111.13,Part Time,No,No,9,travel_rarely,No,4,3,2,4,2
